person_writing,type,key,name,write_up,notes
Rachel,persName,#wpa,William C. Parker,"William C. Parker: aid to Jonathan Drake Stevenson during the Civil War. Parker later joined Stevenson in real estate ventures and cofounded Stevenson, Parker & Company.","http://cdn.calisphere.org/data/13030/2j/kt509nf12j/files/kt509nf12j.pdf

http://www.oac.cdlib.org/findaid/ark:/13030/kt509nf12j/entire_text/

http://www.oac.cdlib.org/findaid/ark:/13030/kt509nf12j/dsc/

http://books.google.com/books/about/Articles_of_Copartnership_Between_Jonath.html?id=GDwTOAAACAAJ"
Baseball card,"persName type=""author""",#wph,William Dane Phelps,"William Dane Phelps (1802-75): Boston-based sea captain and master of the ship <i>Alert</i>. Phelps traveled and traded along the California coast from 1840–42. He kept a journal and recorded details of the removal of the Nicole&#241;os from San Nicolas Island, which he had learned from another sea captain, Thomas Robbins. In 1841, Phelps described meeting Black Hawk, who Phelps said came from San Nicolas Island, in San Pedro.",
Rachel,persName,#wal,William DeWitt Alexander,"William DeWitt Alexander (1833-1923): an educator, surveyor, linguist, and commissioner of the Kingdom of Hawaii during its transition to American statehood.",http://books.google.com/books?id=y2w_AAAAYAAJ&pg=PA376#v=onepage&q&f=false
Rachel,persName,#bdo,William Doyle,"William Doyle: author of <i>Man Alone</i> (1953), with Scott O'Dell. He was incarcerated at Folsom Prison near Sacramento, California.",http://books.google.com/books?id=E5jS4sALwLIC&pg=PA108&lpg=PA108&dq=Bill+Doyle+scott+odell&source=bl&ots=m-gNqyWpM8&sig=rknJVMp4uDna1UUG__kBmVHO9-M&hl=en&sa=X&ei=GcyIU8ToOq3IsATG-ICYDg&ved=0CF0Q6AEwBg#v=onepage&q=william%20doyle&f=false
Rachel,"persName type=""military""",#green,William E. Greenwell,"William E. Greenwell (1824-86): a United States Coast survey agent. Greenwell worked on surveys of the Mississippi Gulf coast, the California Channel Islands, and along the Rio Grande River.","http://islapedia.com/index.php?title=GREENWELL,_William_E.

http://www.lib.noaa.gov/noaainfo/heritage/coastsurveyvol1/BACHE4.html"
Sara,"persName type=""frontiersman""",#bfi,"William ""Bill"" Fife",William Fife: otter hunter who partnered with both Carl Dittman and George Nidever in the 1840s.,
Rachel,persName,#wha,William George Washington Harford,William George Washington Harford (1825-1911): a botanist. Harford served as the director of the California Academy of Sciences from 1876-86.,"http://islapedia.com/index.php?title=HARFORD,_William_George_Washington

http://books.google.com/books?id=sbJMAAAAYAAJ&pg=PA34&lpg=PA34&dq=w+g+harford+california+academy+of+sciences&source=bl&ots=5hiVbsGzzk&sig=yQaMblNtz6oWEa7BP2R_NCmchO8&hl=en&sa=X&ei=I_SIU7KzA5ShsQSl0YDIAQ&ved=0CCkQ6AEwAA#v=onepage&q=w%20g%20harford&f=false"
Sara,"persName type=""seaman""",#wdana,William Goodwin Dana,"William Goodwin Dana (1797-1858): Boston sea merchant active in the Pacific trade between Hawaii and California. He settled in Santa Barbara, where he operated a store and married into the Californio elite (his wife was a daughter of Carlos Carrillo, provincial governor of Alta California, 1837-38). As a naturalized Mexican citizen he received a land grant and entered local politics serving, at various times, as captain of the port of Santa Barbara, mayor of Santa Barbara, and a judge. He supported California’s annexation by the United States and provided succor to John C. Frémont’s troops. George Nidever's association with Dana, a Mexican citizen, enabled him to hunt otter (using his license) after Mexico's 1830 prohibition against otter hunting by foreigners. In some sources, Dana is called ""Captain Denny.""",http://www.historyinslocounty.org/Ten%20Decades%20on%20a%20California%20Rancho.htm; http://www.danapointhistorical.org/nipomos-william-goodwin-dana/;http://www.sandiegohistory.org/online_resources/light.html														
,persName,#whbur,W. H. Burnham,William H. Burnham (1851-1934): a Connecticut man who moved to California in 1893 and subsequently became involved in the citrus and banking industries.,"http://www.interment.net/data/us/ca/orange/fairhaven/b/fair_b05.htm[SS1] 
Holder, Charles Frederick. The Channel Islands of California: A Book for the Angler, Sportsman, and Tourist. Chicago, 1910, 250.
https://books.google.com/books?id=BZkCAAAAYAAJ&pg=PA250&lpg=PA250&dq=w.h.+burnham+california+southwest+museum&source=bl&ots=COHcumV6ev&sig=9cnMgSR2bgtPu7T9JYmjbQ5hOig&hl=en&sa=X&ved=0ahUKEwj8mfLm3PfUAhWLOCYKHRq7DrcQ6AEINjAC#v=onepage&q=w.h.%20burnham%20california%20southwest%20museum&f=false
 
Armor, Samuel. History of Orange County California with Biographical Sketches of the Leading Men and Women of the County Who Have Been Identified with its Growth. Historic Record Company: Los Angeles, California, 1921, p. 600.
https://books.google.com/books?id=yhMVAAAAYAAJ&pg=PA600&lpg=PA600&dq=william+h+burnham+orange+california&source=bl&ots=zmB1U5IIoa&sig=rAieLbaiIxDKbeIaFmDyK8qVIBY&hl=en&sa=X&ved=0ahUKEwi01r3F3ffUAhWDZiYKHV8IBr0Q6AEINzAD#v=onepage&q=william%20h%20burnham%20orange%20california&f=false
"
Rachel,"persName type=""author""",#wmcd,William H. McDougall,"William H. McDougall: a writer. In addition to his association with <i>Overland Monthly</i> during this time, he is the author of <i>The Classical Elocutionist</i> (1879), a primer in elocution.","http://books.google.com/books?id=cXkXAAAAYAAJ&pg=PA108&lpg=PA108&dq=%22W.+H.+McDougall%22+california&source=bl&ots=YzKYmh62H1&sig=OOCZabRut573JX6aPDRJwik3mTA&hl=en&sa=X&ei=kLmLU7L7NrDLsQT52YH4BA&ved=0CGoQ6AEwCA#v=onepage&q=W.%20H.%20McDougall&f=false

http://books.google.com/books?id=JkEUAAAAYAAJ&pg=PA384&lpg=PA384&dq=%22W.+H.+McDougall%22+california&source=bl&ots=zcOG7cWN10&sig=SSOzfND7Rzw-NACQOVVpbXTbMOs&hl=en&sa=X&ei=kLmLU7L7NrDLsQT52YH4BA&ved=0CG0Q6AEwCQ#v=onepage&q=W.%20H.%20McDougall&f=false"
Rachel,"persName type=""author""",#whd,William Healey Dall,"William Healey Dall (1845–1927): a naturalist and explorer. Dall served on the Alaskan Western Union Telegraph Expedition, was appointed to the United States Coast and Geological Surveys, and served as an Honorary Curator at the Smithsonian Institution. Dall's published works include <i>The Yukon Territory</i> (1898).",http://siarchives.si.edu/history/exhibits/stories/william-healey-dall-alaskan-explorer
Rachel,"persName type=""seaman""",#wdavis,William Heath Davis,William Heath Davis: a sailor and captain of the ship <i>Isabella</i> (owned by the Boston shipping firm Boardman & Pope) around the time the Nicole&#241;o people were removed from San Nicolas Island to mainland California.,http://books.google.com/books?id=mlU37uRbvmcC&pg=PA163&lpg=PA163&dq=William+Heath+Davis+isabella&source=bl&ots=4tMdcCtYrv&sig=PLGjmEuXgsenr1ffM1KEYF9I_KI&hl=en&sa=X&ei=s296U7ugDvW-sQSBmYA4&ved=0CD8Q6AEwBA#v=onepage&q=William%20Heath%20Davis%20isabella&f=false
Sara,"persName type=""author""",#wel,William Henry Ellison,"William Henry Ellison (1878-1965): a historian of California and the Indians of the American Southwest  (PhD, University of California, Berkeley). He edited <i>The Life and Adventures of George Nidever: The Life Story of a Remarkable California Pioneer Told in his Own Words, and None Wasted</i> (1937), the oral history recorded by E. F. Murray in 1878. Ellison was among the founding editors of the <i>Pacific Historical Review</i> and he served as president and director of the Santa Barbara Historical Society.",http://texts.cdlib.org/view?docId=hb658006rx&doc.view=frames&chunk.id=div00011&toc.depth=1&toc.id=
Rachel,"persName type=""author""",#who,William Henry Holmes,"William Henry Holmes (1846-1933): an archaeologist. Holmes was an artist with the US Geological Surveys, a curator with both the Field Museum of Natural History and the National Museum, and chief of the Bureau of American Ethnology. He travelled to archaeological sites throughout Mexico and Central America and was a member of the National Academy of Science. His published works include <i>Art in Shell of the Ancient Americans</i> (1883), and the <i>Handbook of Aboriginal American Antiquities</i> (1919).","http://www.britannica.com/EBchecked/topic/269526/William-Henry-Holmes

http://anthropology.si.edu/laexped/holmes.htm

http://www.aaanet.org/committees/commissions/centennial/history/067Holmesobit.pdf

http://www.nasonline.org/publications/biographical-memoirs/memoir-pdfs/holmes-william.pdf"
,persName [no type],#howland,William Howland,"William Howland: may refer to one of three men. William Roberto Garcia Howland (1820-1888) ranched on Santa Catalina Island.  He fathered several sons, including his namesake William Percival Howland (1865-1892), about whom little is known, and Joseph Garcia Howland (1862-1923), who ranched on San Nicolas and Santa Catalina Islands.
","http://islapedia.com/index.php?title=HOWLAND,_Joseph_Garcia
http://www.islapedia.com/index.php?title=HOWLAND,_William_Roberto_Garcia"
